node_id,protein_id_flag,protein_id
90,0,P2Y12_HUMAN
91,0,P2Y12_HUMAN
92,0,P2Y12_HUMAN
93,0,P2Y12_HUMAN
94,0,P2Y12_HUMAN
95,0,P2Y12_HUMAN
96,0,P2Y12_HUMAN
97,0,P2Y12_HUMAN
98,0,P2Y12_HUMAN
99,0,P2Y12_HUMAN
100,0,P2Y12_HUMAN
101,0,P2Y12_HUMAN
102,0,P2Y12_HUMAN
103,0,P2Y12_HUMAN
104,0,P2Y12_HUMAN
105,0,P2Y12_HUMAN
106,0,P2Y12_HUMAN
107,0,P2Y12_HUMAN
108,0,P2Y12_HUMAN
109,0,P2Y12_HUMAN
110,0,P2Y12_HUMAN
111,0,P2Y12_HUMAN
112,0,P2Y12_HUMAN
113,0,P2Y12_HUMAN
114,0,P2Y12_HUMAN
115,0,P2Y12_HUMAN
116,0,P2Y12_HUMAN
117,0,P2Y12_HUMAN
118,0,P2Y12_HUMAN
119,0,P2Y12_HUMAN
120,0,P2Y12_HUMAN
121,0,P2Y12_HUMAN
122,0,P2Y12_HUMAN
123,0,P2Y12_HUMAN
124,0,P2Y12_HUMAN
125,0,P2Y12_HUMAN
126,0,P2Y12_HUMAN
127,0,P2Y12_HUMAN
128,0,P2Y12_HUMAN
129,0,P2Y12_HUMAN
130,0,P2Y12_HUMAN
131,0,P2Y12_HUMAN
132,0,P2Y12_HUMAN
133,0,P2Y12_HUMAN
134,0,P2Y12_HUMAN
135,0,P2Y12_HUMAN
136,0,P2Y12_HUMAN
137,0,P2Y12_HUMAN
138,0,P2Y12_HUMAN
139,0,P2Y12_HUMAN
140,0,P2Y12_HUMAN
141,0,P2Y12_HUMAN
142,0,P2Y12_HUMAN
143,0,P2Y12_HUMAN
144,0,P2Y12_HUMAN
145,0,P2Y12_HUMAN
146,0,P2Y12_HUMAN
147,0,P2Y12_HUMAN
148,0,P2Y12_HUMAN
149,0,P2Y12_HUMAN
150,0,P2Y12_HUMAN
151,0,P2Y12_HUMAN
152,0,P2Y12_HUMAN
153,0,P2Y12_HUMAN
154,0,P2Y12_HUMAN
155,0,P2Y12_HUMAN
156,0,P2Y12_HUMAN
157,0,P2Y12_HUMAN
158,0,P2Y12_HUMAN
159,0,P2Y12_HUMAN
160,0,P2Y12_HUMAN
161,0,P2Y12_HUMAN
162,0,P2Y12_HUMAN
163,0,P2Y12_HUMAN
164,0,P2Y12_HUMAN
165,0,P2Y12_HUMAN
166,0,P2Y12_HUMAN
167,0,P2Y12_HUMAN
168,0,P2Y12_HUMAN
169,0,P2Y12_HUMAN
170,0,P2Y12_HUMAN
171,0,P2Y12_HUMAN
172,0,P2Y12_HUMAN
173,0,P2Y12_HUMAN
174,0,P2Y12_HUMAN
175,0,P2Y12_HUMAN
176,0,P2Y12_HUMAN
177,0,P2Y12_HUMAN
178,0,P2Y12_HUMAN
179,0,P2Y12_HUMAN
180,0,P2Y12_HUMAN
181,0,P2Y12_HUMAN
182,0,P2Y12_HUMAN
183,0,P2Y12_HUMAN
184,0,P2Y12_HUMAN
185,0,P2Y12_HUMAN
186,0,P2Y12_HUMAN
187,0,P2Y12_HUMAN
188,0,P2Y12_HUMAN
189,0,P2Y12_HUMAN
190,0,P2Y12_HUMAN
191,0,P2Y12_HUMAN
192,0,P2Y12_HUMAN
193,0,P2Y12_HUMAN
194,0,P2Y12_HUMAN
195,0,P2Y12_HUMAN
196,0,P2Y12_HUMAN
197,0,P2Y12_HUMAN
198,0,P2Y12_HUMAN
199,0,P2Y12_HUMAN
200,0,P2Y12_HUMAN
201,0,P2Y12_HUMAN
202,0,P2Y12_HUMAN
203,0,P2Y12_HUMAN
204,0,P2Y12_HUMAN
205,0,P2Y12_HUMAN
206,0,P2Y12_HUMAN
207,0,P2Y12_HUMAN
208,0,P2Y12_HUMAN
209,0,P2Y12_HUMAN
210,0,P2Y12_HUMAN
211,0,P2Y12_HUMAN
212,0,P2Y12_HUMAN
213,0,P2Y12_HUMAN
214,0,P2Y12_HUMAN
215,0,P2Y12_HUMAN
216,0,P2Y12_HUMAN
217,0,P2Y12_HUMAN
218,0,P2Y12_HUMAN
219,0,P2Y12_HUMAN
220,0,P2Y12_HUMAN
221,0,P2Y12_HUMAN
222,0,P2Y12_HUMAN
223,0,P2Y12_HUMAN
224,0,P2Y12_HUMAN
225,0,P2Y12_HUMAN
226,0,P2Y12_HUMAN
227,0,P2Y12_HUMAN
228,0,P2Y12_HUMAN
229,0,P2Y12_HUMAN
230,0,P2Y12_HUMAN
231,0,P2Y12_HUMAN
232,0,P2Y12_HUMAN
233,0,P2Y12_HUMAN
234,0,P2Y12_HUMAN
235,0,P2Y12_HUMAN
236,0,P2Y12_HUMAN
237,0,P2Y12_HUMAN
238,0,P2Y12_HUMAN
239,0,P2Y12_HUMAN
240,0,P2Y12_HUMAN
241,0,P2Y12_HUMAN
242,0,P2Y12_HUMAN
243,0,P2Y12_HUMAN
244,0,P2Y12_HUMAN
245,0,P2Y12_HUMAN
246,0,P2Y12_HUMAN
247,0,P2Y12_HUMAN
248,0,P2Y12_HUMAN
249,0,P2Y12_HUMAN
250,0,P2Y12_HUMAN
251,0,P2Y12_HUMAN
252,0,P2Y12_HUMAN
253,0,P2Y12_HUMAN
254,0,P2Y12_HUMAN
255,0,P2Y12_HUMAN
256,0,P2Y12_HUMAN
257,0,P2Y12_HUMAN
258,0,P2Y12_HUMAN
259,0,P2Y12_HUMAN
260,0,P2Y12_HUMAN
261,0,P2Y12_HUMAN
262,0,P2Y12_HUMAN
263,0,P2Y12_HUMAN
264,0,P2Y12_HUMAN
265,0,P2Y12_HUMAN
266,0,P2Y12_HUMAN
267,0,P2Y12_HUMAN
268,0,P2Y12_HUMAN
269,0,P2Y12_HUMAN
270,0,P2Y12_HUMAN
271,0,P2Y12_HUMAN
272,0,P2Y12_HUMAN
273,0,P2Y12_HUMAN
274,0,P2Y12_HUMAN
275,0,P2Y12_HUMAN
276,0,P2Y12_HUMAN
277,0,P2Y12_HUMAN
278,0,P2Y12_HUMAN
279,0,P2Y12_HUMAN
280,0,P2Y12_HUMAN
281,0,P2Y12_HUMAN
282,0,P2Y12_HUMAN
283,0,P2Y12_HUMAN
284,0,P2Y12_HUMAN
285,0,P2Y12_HUMAN
286,0,P2Y12_HUMAN
287,0,P2Y12_HUMAN
288,0,P2Y12_HUMAN
289,0,P2Y12_HUMAN
290,0,P2Y12_HUMAN
291,0,P2Y12_HUMAN
292,0,P2Y12_HUMAN
293,0,P2Y12_HUMAN
294,0,P2Y12_HUMAN
295,0,P2Y12_HUMAN
296,0,P2Y12_HUMAN
297,0,P2Y12_HUMAN
298,0,P2Y12_HUMAN
299,0,P2Y12_HUMAN
300,0,P2Y12_HUMAN
301,0,P2Y12_HUMAN
302,0,P2Y12_HUMAN
303,0,P2Y12_HUMAN
304,0,P2Y12_HUMAN
305,0,P2Y12_HUMAN
306,0,P2Y12_HUMAN
307,0,P2Y12_HUMAN
308,0,P2Y12_HUMAN
309,0,P2Y12_HUMAN
310,0,P2Y12_HUMAN
311,0,P2Y12_HUMAN
312,0,P2Y12_HUMAN
313,0,P2Y12_HUMAN
314,0,P2Y12_HUMAN
315,0,P2Y12_HUMAN
316,0,P2Y12_HUMAN
317,0,P2Y12_HUMAN
318,0,P2Y12_HUMAN
319,0,P2Y12_HUMAN
320,0,P2Y12_HUMAN
321,0,P2Y12_HUMAN
322,0,P2Y12_HUMAN
323,0,P2Y12_HUMAN
324,0,P2Y12_HUMAN
325,0,P2Y12_HUMAN
326,0,P2Y12_HUMAN
327,0,P2Y12_HUMAN
328,0,P2Y12_HUMAN
329,0,P2Y12_HUMAN
330,0,P2Y12_HUMAN
331,0,P2Y12_HUMAN
332,0,P2Y12_HUMAN
333,0,P2Y12_HUMAN
334,0,P2Y12_HUMAN
335,0,P2Y12_HUMAN
336,0,P2Y12_HUMAN
337,0,P2Y12_HUMAN
338,0,P2Y12_HUMAN
339,1,KMO_HUMAN
340,1,KMO_HUMAN
341,1,KMO_HUMAN
342,1,KMO_HUMAN
343,1,KMO_HUMAN
344,1,KMO_HUMAN
345,1,KMO_HUMAN
346,1,KMO_HUMAN
347,1,KMO_HUMAN
348,1,KMO_HUMAN
349,1,KMO_HUMAN
350,1,KMO_HUMAN
351,1,KMO_HUMAN
352,1,KMO_HUMAN
353,1,KMO_HUMAN
354,1,KMO_HUMAN
355,1,KMO_HUMAN
356,1,KMO_HUMAN
357,1,KMO_HUMAN
358,1,KMO_HUMAN
359,1,KMO_HUMAN
360,1,KMO_HUMAN
361,1,KMO_HUMAN
362,1,KMO_HUMAN
363,1,KMO_HUMAN
364,1,KMO_HUMAN
365,1,KMO_HUMAN
366,1,KMO_HUMAN
367,1,KMO_HUMAN
368,1,KMO_HUMAN
369,1,KMO_HUMAN
370,1,KMO_HUMAN
371,1,KMO_HUMAN
372,1,KMO_HUMAN
373,1,KMO_HUMAN
374,1,KMO_HUMAN
375,1,KMO_HUMAN
376,1,KMO_HUMAN
377,1,KMO_HUMAN
378,1,KMO_HUMAN
379,1,KMO_HUMAN
380,1,KMO_HUMAN
381,1,KMO_HUMAN
382,1,KMO_HUMAN
383,1,KMO_HUMAN
384,1,KMO_HUMAN
385,1,KMO_HUMAN
386,1,KMO_HUMAN
387,1,KMO_HUMAN
388,1,KMO_HUMAN
389,1,KMO_HUMAN
390,1,KMO_HUMAN
391,1,KMO_HUMAN
392,1,KMO_HUMAN
393,1,KMO_HUMAN
394,1,KMO_HUMAN
395,1,KMO_HUMAN
396,1,KMO_HUMAN
397,1,KMO_HUMAN
398,1,KMO_HUMAN
399,1,KMO_HUMAN
400,1,KMO_HUMAN
401,1,KMO_HUMAN
402,1,KMO_HUMAN
403,1,KMO_HUMAN
404,1,KMO_HUMAN
405,1,KMO_HUMAN
406,1,KMO_HUMAN
407,1,KMO_HUMAN
408,1,KMO_HUMAN
409,1,KMO_HUMAN
410,1,KMO_HUMAN
411,1,KMO_HUMAN
412,1,KMO_HUMAN
413,1,KMO_HUMAN
414,1,KMO_HUMAN
415,1,KMO_HUMAN
416,1,KMO_HUMAN
417,1,KMO_HUMAN
418,1,KMO_HUMAN
419,1,KMO_HUMAN
420,1,KMO_HUMAN
421,1,KMO_HUMAN
422,1,KMO_HUMAN
423,1,KMO_HUMAN
424,1,KMO_HUMAN
425,1,KMO_HUMAN
426,1,KMO_HUMAN
427,1,KMO_HUMAN
428,1,KMO_HUMAN
429,1,KMO_HUMAN
430,1,KMO_HUMAN
431,1,KMO_HUMAN
432,1,KMO_HUMAN
433,1,KMO_HUMAN
434,1,KMO_HUMAN
435,1,KMO_HUMAN
436,1,KMO_HUMAN
437,1,KMO_HUMAN
438,1,KMO_HUMAN
439,1,KMO_HUMAN
440,1,KMO_HUMAN
441,1,KMO_HUMAN
442,1,KMO_HUMAN
443,1,KMO_HUMAN
444,1,KMO_HUMAN
445,1,KMO_HUMAN
446,1,KMO_HUMAN
447,1,KMO_HUMAN
448,1,KMO_HUMAN
449,1,KMO_HUMAN
450,1,KMO_HUMAN
451,1,KMO_HUMAN
452,1,KMO_HUMAN
453,1,KMO_HUMAN
454,1,KMO_HUMAN
455,1,KMO_HUMAN
456,1,KMO_HUMAN
457,1,KMO_HUMAN
458,1,KMO_HUMAN
459,1,KMO_HUMAN
460,1,KMO_HUMAN
461,1,KMO_HUMAN
462,1,KMO_HUMAN
463,1,KMO_HUMAN
464,1,KMO_HUMAN
465,1,KMO_HUMAN
466,1,KMO_HUMAN
467,1,KMO_HUMAN
468,1,KMO_HUMAN
469,1,KMO_HUMAN
470,1,KMO_HUMAN
471,1,KMO_HUMAN
472,1,KMO_HUMAN
473,1,KMO_HUMAN
474,1,KMO_HUMAN
475,1,KMO_HUMAN
476,1,KMO_HUMAN
477,1,KMO_HUMAN
478,1,KMO_HUMAN
479,1,KMO_HUMAN
480,1,KMO_HUMAN
481,1,KMO_HUMAN
482,1,KMO_HUMAN
483,1,KMO_HUMAN
484,1,KMO_HUMAN
485,1,KMO_HUMAN
486,1,KMO_HUMAN
487,1,KMO_HUMAN
488,1,KMO_HUMAN
489,1,KMO_HUMAN
490,1,KMO_HUMAN
491,1,KMO_HUMAN
492,1,KMO_HUMAN
493,1,KMO_HUMAN
494,1,KMO_HUMAN
495,1,KMO_HUMAN
496,1,KMO_HUMAN
497,1,KMO_HUMAN
498,1,KMO_HUMAN
499,1,KMO_HUMAN
500,1,KMO_HUMAN
501,1,KMO_HUMAN
502,1,KMO_HUMAN
503,1,KMO_HUMAN
504,1,KMO_HUMAN
505,1,KMO_HUMAN
506,1,KMO_HUMAN
507,1,KMO_HUMAN
508,1,KMO_HUMAN
509,1,KMO_HUMAN
510,1,KMO_HUMAN
511,1,KMO_HUMAN
512,1,KMO_HUMAN
513,1,KMO_HUMAN
514,1,KMO_HUMAN
515,1,KMO_HUMAN
516,1,KMO_HUMAN
517,1,KMO_HUMAN
518,1,KMO_HUMAN
519,1,KMO_HUMAN
520,1,KMO_HUMAN
521,1,KMO_HUMAN
522,1,KMO_HUMAN
523,1,KMO_HUMAN
524,1,KMO_HUMAN
525,1,KMO_HUMAN
526,1,KMO_HUMAN
527,1,KMO_HUMAN
528,1,KMO_HUMAN
529,1,KMO_HUMAN
530,1,KMO_HUMAN
531,1,KMO_HUMAN
532,1,KMO_HUMAN
533,1,KMO_HUMAN
534,1,KMO_HUMAN
535,1,KMO_HUMAN
536,1,KMO_HUMAN
537,1,KMO_HUMAN
538,1,KMO_HUMAN
539,1,KMO_HUMAN
540,1,KMO_HUMAN
541,1,KMO_HUMAN
542,1,KMO_HUMAN
543,1,KMO_HUMAN
544,1,KMO_HUMAN
545,1,KMO_HUMAN
546,1,KMO_HUMAN
547,1,KMO_HUMAN
548,1,KMO_HUMAN
549,1,KMO_HUMAN
550,1,KMO_HUMAN
551,1,KMO_HUMAN
552,1,KMO_HUMAN
553,1,KMO_HUMAN
554,1,KMO_HUMAN
555,1,KMO_HUMAN
556,1,KMO_HUMAN
557,1,KMO_HUMAN
558,1,KMO_HUMAN
559,1,KMO_HUMAN
560,1,KMO_HUMAN
561,1,KMO_HUMAN
562,1,KMO_HUMAN
563,1,KMO_HUMAN
564,1,KMO_HUMAN
565,1,KMO_HUMAN
566,1,KMO_HUMAN
567,1,KMO_HUMAN
568,1,KMO_HUMAN
569,1,KMO_HUMAN
570,1,KMO_HUMAN
571,1,KMO_HUMAN
572,1,KMO_HUMAN
573,1,KMO_HUMAN
574,1,KMO_HUMAN
575,1,KMO_HUMAN
576,1,KMO_HUMAN
577,1,KMO_HUMAN
578,1,KMO_HUMAN
579,1,KMO_HUMAN
580,1,KMO_HUMAN
581,1,KMO_HUMAN
582,1,KMO_HUMAN
583,1,KMO_HUMAN
584,1,KMO_HUMAN
585,1,KMO_HUMAN
586,1,KMO_HUMAN
587,1,KMO_HUMAN
588,1,KMO_HUMAN
589,1,KMO_HUMAN
590,1,KMO_HUMAN
591,1,KMO_HUMAN
592,1,KMO_HUMAN
593,1,KMO_HUMAN
594,1,KMO_HUMAN
595,1,KMO_HUMAN
596,1,KMO_HUMAN
597,1,KMO_HUMAN
598,1,KMO_HUMAN
599,1,KMO_HUMAN
600,1,KMO_HUMAN
601,1,KMO_HUMAN
602,1,KMO_HUMAN
603,1,KMO_HUMAN
604,1,KMO_HUMAN
605,1,KMO_HUMAN
606,1,KMO_HUMAN
607,1,KMO_HUMAN
608,1,KMO_HUMAN
609,1,KMO_HUMAN
610,1,KMO_HUMAN
611,1,KMO_HUMAN
612,1,KMO_HUMAN
613,1,KMO_HUMAN
614,1,KMO_HUMAN
615,1,KMO_HUMAN
616,1,KMO_HUMAN
617,1,KMO_HUMAN
618,1,KMO_HUMAN
619,1,KMO_HUMAN
620,1,KMO_HUMAN
621,1,KMO_HUMAN
622,1,KMO_HUMAN
623,1,KMO_HUMAN
624,1,KMO_HUMAN
625,1,KMO_HUMAN
626,1,KMO_HUMAN
627,1,KMO_HUMAN
628,1,KMO_HUMAN
629,1,KMO_HUMAN
630,1,KMO_HUMAN
631,1,KMO_HUMAN
632,1,KMO_HUMAN
633,1,KMO_HUMAN
634,1,KMO_HUMAN
635,1,KMO_HUMAN
636,1,KMO_HUMAN
637,1,KMO_HUMAN
638,1,KMO_HUMAN
639,1,KMO_HUMAN
640,1,KMO_HUMAN
641,1,KMO_HUMAN
642,1,KMO_HUMAN
643,1,KMO_HUMAN
644,1,KMO_HUMAN
645,1,KMO_HUMAN
646,1,KMO_HUMAN
647,1,KMO_HUMAN
648,1,KMO_HUMAN
649,1,KMO_HUMAN
650,1,KMO_HUMAN
651,1,KMO_HUMAN
652,1,KMO_HUMAN
653,1,KMO_HUMAN
654,1,KMO_HUMAN
655,1,KMO_HUMAN
656,1,KMO_HUMAN
657,1,KMO_HUMAN
658,1,KMO_HUMAN
659,1,KMO_HUMAN
660,1,KMO_HUMAN
661,1,KMO_HUMAN
662,1,KMO_HUMAN
663,1,KMO_HUMAN
664,1,KMO_HUMAN
665,1,KMO_HUMAN
666,1,KMO_HUMAN
667,1,KMO_HUMAN
668,1,KMO_HUMAN
669,1,KMO_HUMAN
670,1,KMO_HUMAN
671,1,KMO_HUMAN
672,1,KMO_HUMAN
673,1,KMO_HUMAN
674,1,KMO_HUMAN
675,1,KMO_HUMAN
676,1,KMO_HUMAN
677,1,KMO_HUMAN
678,1,KMO_HUMAN
679,1,KMO_HUMAN
680,1,KMO_HUMAN
681,1,KMO_HUMAN
682,1,KMO_HUMAN
683,1,KMO_HUMAN
684,1,KMO_HUMAN
685,1,KMO_HUMAN
686,1,KMO_HUMAN
687,1,KMO_HUMAN
688,1,KMO_HUMAN
689,1,KMO_HUMAN
690,1,KMO_HUMAN
691,1,KMO_HUMAN
692,1,KMO_HUMAN
693,1,KMO_HUMAN
694,1,KMO_HUMAN
695,1,KMO_HUMAN
696,1,KMO_HUMAN
697,1,KMO_HUMAN
698,1,KMO_HUMAN
699,1,KMO_HUMAN
700,1,KMO_HUMAN
701,1,KMO_HUMAN
702,1,KMO_HUMAN
703,1,KMO_HUMAN
704,1,KMO_HUMAN
705,1,KMO_HUMAN
706,1,KMO_HUMAN
707,1,KMO_HUMAN
708,1,KMO_HUMAN
709,1,KMO_HUMAN
710,1,KMO_HUMAN
711,1,KMO_HUMAN
712,1,KMO_HUMAN
713,1,KMO_HUMAN
714,1,KMO_HUMAN
715,1,KMO_HUMAN
716,1,KMO_HUMAN
717,1,KMO_HUMAN
718,1,KMO_HUMAN
719,1,KMO_HUMAN
720,1,KMO_HUMAN
721,1,KMO_HUMAN
722,1,KMO_HUMAN
723,1,KMO_HUMAN
724,1,KMO_HUMAN
725,1,KMO_HUMAN
726,1,KMO_HUMAN
727,1,KMO_HUMAN
728,1,KMO_HUMAN
729,1,KMO_HUMAN
730,1,KMO_HUMAN
731,1,KMO_HUMAN
732,1,KMO_HUMAN
733,1,KMO_HUMAN
734,1,KMO_HUMAN
735,1,KMO_HUMAN
736,1,KMO_HUMAN
737,1,KMO_HUMAN
738,1,KMO_HUMAN
739,1,KMO_HUMAN
740,1,KMO_HUMAN
741,1,KMO_HUMAN
742,1,KMO_HUMAN
743,1,KMO_HUMAN
744,1,KMO_HUMAN
745,1,KMO_HUMAN
746,1,KMO_HUMAN
747,1,KMO_HUMAN
748,1,KMO_HUMAN
749,1,KMO_HUMAN
750,1,KMO_HUMAN
751,1,KMO_HUMAN
752,1,KMO_HUMAN
753,1,KMO_HUMAN
754,1,KMO_HUMAN
755,1,KMO_HUMAN
756,1,KMO_HUMAN
757,1,KMO_HUMAN
758,1,KMO_HUMAN
759,1,KMO_HUMAN
760,1,KMO_HUMAN
761,1,KMO_HUMAN
762,1,KMO_HUMAN
763,1,KMO_HUMAN
764,1,KMO_HUMAN
765,1,KMO_HUMAN
766,1,KMO_HUMAN
767,1,KMO_HUMAN
768,1,KMO_HUMAN
769,1,KMO_HUMAN
770,1,KMO_HUMAN
771,1,KMO_HUMAN
772,1,KMO_HUMAN
773,1,KMO_HUMAN
774,1,KMO_HUMAN
775,1,KMO_HUMAN
776,1,KMO_HUMAN
777,1,KMO_HUMAN
778,1,KMO_HUMAN
779,1,KMO_HUMAN
780,1,KMO_HUMAN
781,1,KMO_HUMAN
782,1,KMO_HUMAN
783,1,KMO_HUMAN
784,1,KMO_HUMAN
785,1,KMO_HUMAN
786,1,KMO_HUMAN
787,1,KMO_HUMAN
788,1,KMO_HUMAN
789,1,KMO_HUMAN
790,1,KMO_HUMAN
791,1,KMO_HUMAN
792,1,KMO_HUMAN
793,1,KMO_HUMAN
794,1,KMO_HUMAN
795,1,KMO_HUMAN
796,1,KMO_HUMAN
797,1,KMO_HUMAN
798,1,KMO_HUMAN
799,1,KMO_HUMAN
800,1,KMO_HUMAN
801,1,KMO_HUMAN
802,1,KMO_HUMAN
803,1,KMO_HUMAN
804,1,KMO_HUMAN
805,1,KMO_HUMAN
806,1,KMO_HUMAN
807,1,KMO_HUMAN
808,1,KMO_HUMAN
809,1,KMO_HUMAN
810,1,KMO_HUMAN
811,1,KMO_HUMAN
812,1,KMO_HUMAN
813,1,KMO_HUMAN
814,1,KMO_HUMAN
815,1,KMO_HUMAN
816,1,KMO_HUMAN
817,1,KMO_HUMAN
818,1,KMO_HUMAN
819,1,KMO_HUMAN
820,1,KMO_HUMAN
821,1,KMO_HUMAN
822,2,SHC1_HUMAN
823,2,SHC1_HUMAN
824,2,SHC1_HUMAN
825,2,SHC1_HUMAN
826,2,SHC1_HUMAN
827,2,SHC1_HUMAN
828,2,SHC1_HUMAN
829,2,SHC1_HUMAN
830,2,SHC1_HUMAN
831,2,SHC1_HUMAN
832,2,SHC1_HUMAN
833,2,SHC1_HUMAN
834,2,SHC1_HUMAN
835,2,SHC1_HUMAN
836,2,SHC1_HUMAN
837,2,SHC1_HUMAN
838,2,SHC1_HUMAN
839,2,SHC1_HUMAN
840,2,SHC1_HUMAN
841,2,SHC1_HUMAN
842,2,SHC1_HUMAN
843,2,SHC1_HUMAN
844,2,SHC1_HUMAN
845,2,SHC1_HUMAN
846,2,SHC1_HUMAN
847,2,SHC1_HUMAN
848,2,SHC1_HUMAN
849,2,SHC1_HUMAN
850,2,SHC1_HUMAN
851,2,SHC1_HUMAN
852,2,SHC1_HUMAN
853,2,SHC1_HUMAN
854,2,SHC1_HUMAN
855,2,SHC1_HUMAN
856,2,SHC1_HUMAN
857,2,SHC1_HUMAN
858,2,SHC1_HUMAN
859,2,SHC1_HUMAN
860,2,SHC1_HUMAN
861,2,SHC1_HUMAN
862,2,SHC1_HUMAN
863,2,SHC1_HUMAN
864,2,SHC1_HUMAN
865,2,SHC1_HUMAN
866,2,SHC1_HUMAN
867,2,SHC1_HUMAN
868,2,SHC1_HUMAN
869,2,SHC1_HUMAN
870,2,SHC1_HUMAN
871,2,SHC1_HUMAN
872,2,SHC1_HUMAN
873,2,SHC1_HUMAN
874,2,SHC1_HUMAN
875,2,SHC1_HUMAN
876,2,SHC1_HUMAN
877,2,SHC1_HUMAN
878,2,SHC1_HUMAN
879,2,SHC1_HUMAN
880,2,SHC1_HUMAN
881,2,SHC1_HUMAN
882,2,SHC1_HUMAN
883,2,SHC1_HUMAN
884,2,SHC1_HUMAN
885,2,SHC1_HUMAN
886,2,SHC1_HUMAN
887,2,SHC1_HUMAN
888,2,SHC1_HUMAN
889,2,SHC1_HUMAN
890,2,SHC1_HUMAN
891,2,SHC1_HUMAN
892,2,SHC1_HUMAN
893,2,SHC1_HUMAN
894,2,SHC1_HUMAN
895,2,SHC1_HUMAN
896,2,SHC1_HUMAN
897,2,SHC1_HUMAN
898,2,SHC1_HUMAN
899,2,SHC1_HUMAN
900,2,SHC1_HUMAN
901,2,SHC1_HUMAN
902,2,SHC1_HUMAN
903,2,SHC1_HUMAN
904,2,SHC1_HUMAN
905,2,SHC1_HUMAN
906,2,SHC1_HUMAN
907,2,SHC1_HUMAN
908,2,SHC1_HUMAN
909,2,SHC1_HUMAN
910,2,SHC1_HUMAN
911,2,SHC1_HUMAN
912,2,SHC1_HUMAN
913,2,SHC1_HUMAN
914,2,SHC1_HUMAN
915,2,SHC1_HUMAN
916,2,SHC1_HUMAN
917,2,SHC1_HUMAN
918,2,SHC1_HUMAN
919,2,SHC1_HUMAN
920,2,SHC1_HUMAN
921,2,SHC1_HUMAN
922,2,SHC1_HUMAN
923,2,SHC1_HUMAN
924,2,SHC1_HUMAN
925,2,SHC1_HUMAN
926,2,SHC1_HUMAN
927,2,SHC1_HUMAN
928,2,SHC1_HUMAN
929,2,SHC1_HUMAN
930,2,SHC1_HUMAN
931,2,SHC1_HUMAN
932,2,SHC1_HUMAN
933,2,SHC1_HUMAN
934,2,SHC1_HUMAN
935,2,SHC1_HUMAN
936,2,SHC1_HUMAN
937,2,SHC1_HUMAN
938,2,SHC1_HUMAN
939,2,SHC1_HUMAN
